"ID","Title","DateCreated","Enabled","AvgRating","Description","Authors","Webpage","FeedURL","UserID","Coverimage","DisplayOnHomepage","CategoryID","Explicit","Subtitle","Standby","Complete","DiscussURL","Notes","BookISBN","AudioISBN","ITunesLink","EBookLink","LuluLink","PartnerID","DynamicAds","AvgAudioQuality","AvgNarration","AvgWriting","AvgOverall","license","itunescategory","FullLocation","FullLength","FullPrice"
"275","The Colorado Sequence","2008-05-08 22:44:57","1","0","Physicist Dr. Amy Levine has discovered a mathematical sequence--the Colorado Sequence--that describes an underlying pattern and a guiding force within the very fabric of reality. Now she\'s on the verge of an astonishing breakthrough, and the U.S. government wants to know how she has done it. How has Dr. Levine learned to accurately predict the future? And they\'re willing to kill her to find out. Levine and a group of friends escape to Colorado to unravel the mystery of the sequence, but there they become snowbound. They must locate a secret treasure room, find a hidden key, and answer an ancient riddle before a devastating eruption destroys them all ... and the power of the Colorado Sequence is lost forever.

\""The Colorado Sequence, by Stacey Cochran, is a unique blend of hard science fiction, fantasy, and thriller ... The strength of this book is the story and level of suspense. I didn\'t want to put this one down simply because of the suspense and wondering who would make it out alive. With strange creatures, harsh elements, and deadly tests, danger seems to lurk around every corner.\"" -- SciFiChick.com

\""A quantum fable of spy intrigue, adventure and thought-provoking speculation on the nature of the universe.\"" -- Mark Jeffrey, author of The Pocket and the Pendant

\""An entertaining fast-paced read.\"" -- Jeremy Robinson, author of The Didymus Contingency

\""Nonstop action makes you want to read \'til the end. I loved it!\"" -- Richard Triebe, author of On a Rising Tide

\""A unique blend of fantasy and suspense, The Colorado Sequence builds a strong female character in Amy Levine.\"" -- Julio Vazquez, author of Death at Disney

\""I have sacks under my eyes because I have been up late the last few nights reading The Colorado Sequence. I finished it last night at 2:31 A.M. because I simply could not put it down. I so enjoyed this book!\"" -- Ericka Jackson, author of A Mansion Mindset

\""Nonstop action ... powerful!\"" -- Brew City Magazine

\""With all the action scenes, running gun battles and explosions this story has all the makings for an action packed, big-screen movie.\"" -- Gene Curtis, author of The Seventh Mountain

\""Thrilling, action packed!\"" -- Hannah Stone, author of Remembering Our Angels","Stacey Cochran, narrated by Owen Daly","http://www.staceycochran.com",,"21514","ColoradoSequence.jpg","1","1","0","the-colorado-sequence","0","1","http://www.podiobooks.com/blog/2008/05/09/the-colorado-sequence/",,,,,,,"0","0","4.77778","4.25926","3.7037","4.03704","by-nc-nd","Literature",,,
"276","Infamy","2008-05-12 16:58:44","1","0","Infamy is a difficult thing to live with. It removes privacy, infects every aspect of daily life, and even causes the people it encounters casually to run and hide. Very few know how to deal with it well, but others can make the infamous lifestyle an art form.

Join a university professor as he overcomes a slight brush with infamy, grabs life by the horns, and takes charge of his once fearful existence. Join a successful executive as he regains a life lost to an infamous woman. And join a graduate student researching the length and breadth of what infamy can do to a soul. 

This is a story of three men grappling with the ingloriousness of human existence. Throw in a little adventure, stir up a little romance, and add a mythical trip to the afterlife, and you will have \""Infamy,\"" the first podiobook by Squid Varilekova. Plug in your headphones, download a few tracks, and explore your own infamous lifestyle. Infamy is waiting for you.","Squid Varilekova","http://frisco-squid.blogspot.com","http://media.podiobooks.com/pbpromos/PB-Infamy-Promo.mp3","0","Infamy.jpg","1","7","0","infamy","0","1","http://www.podiobooks.com/blog/2008/05/12/infamy/",,,,,,,"0","0","5","4.75","4.5","4.5","by-nc-nd","Literature",NULL,NULL,NULL
"277","Space Casey","2008-05-14 10:42:06","1","0","<a href=\""http://www.greatnorthernaudio.com/MarkTime/MarkTime-winners.html\"" target=\""_blank\""><img src=\""http://lh6.ggpht.com/thisisevo/SGBCWBkBRzI/AAAAAAAAABs/H_tr4-MNV4Y/s144/MarkTime-logo.gif\""   width=\""120\"" hspace=\""10\"" vspace=\""10\"" align=\""right\"" border=0/></a>

Some heroines will steal your heart. This one will steal your wallet. In the future, mankind has expanded to fill the solar system, but when a snarky con-woman steals the wrong spaceship, she finds herself stranded in a distant galaxy. She is humanity\'s first emissary to a galactic civilization, and all she wants to do is go home. Preferably, without being arrested.","Christiana Ellis","http://www.spacecasey.com",,"3418","SpaceCasey.jpg","1","1","0","space-casey","0","1","http://www.podiobooks.com/blog/2008/05/14/space-casey/",,,,,,,"0","0","4.82258","4.74194","4.56452","4.67742","by-nc-nd","Literature",,,
"278","There's No Such Thing!","2008-05-16 22:13:00","1","0","Have you been losing things lately? Is your dog chasing his tail, your cell phone acting up, or your best friend acting strangely? Well, I\'ve got news for you. A Wisky Wasky did it! Unfortunately, no one\'s giving him the recognition he needs. Let me tell you, that is a BIG mistake. Our Wisky Wasky\'s a very excitable fellow. He calls in a dragon to help him get noticed. But there\'s a problem with being a Wisky Wasky or a dragon in this technological world:  there\'s no such thing!","Jeanette Cottrell","http://www.jeanettecottrell.com","http://media.podiobooks.com/pbpromos/PB-TheresNoSuchThing-Promo.mp3","46679","NoSuchThing.jpg","0","10","3","theres-no-such-thing","0","1","http://www.podiobooks.com/blog/2008/05/17/theres-no-such-thing/",,"1590888200",,,,,"0","0","4.8","5","4.6","4.6","by-nc-nd","Literature",NULL,NULL,NULL
"281","Crusade","2008-05-28 10:34:26","1","0","A drug-fueled crusade by two deranged journalists assigned to look into the morass of organized religion. Cornholery, snake handlers, faith healers, serial killers, sarcasm, blasphemy-good, clean, American fun.","Greg Crites",,"http://media.podiobooks.com/pbpromos/PB-Crusade-Promo.mp3","42965","Crusade.jpg","0","6","0","crusade","0","1","http://www.podiobooks.com/blog/2008/05/28/crusade/",,"0615153054",,,,,"0","1","4.46296","4.7963","4.72222","4.77778","by-nc-nd","Literature",,,
"282","The Chocolate Frog Sailors","2008-05-30 11:41:26","1","0","Learning to grow-up on the fly a long way from home: With a passion for the navy, young and naive 16 year old Barney joins his first ship direct from training and is thrown headlong into a man\'s man world, foolishly bye-passing adolescence in his hunger to be one of the boys. Funny: rude: crude: innocent: loving: full of pathos for those growing up and also the ones who have grown up...","William Pawley","http://www.global-english-club.com/",,"40551","TheChocolateFrogSailors.jpg","0","6","0","the-chocolate-frog-sailors","0","1","http://www.podiobooks.com/blog/2008/05/30/the-chocolate-frog-sailors/",,"0595524842",,,,,"0","0","2.88889","2.66667","2.66667","2.55556","by-nc-nd","Literature",,,
"284","HOW TO FUCK A WOMAN\'S BRAINS OUT","2008-06-13 11:11:17","1","0","ThornDaddy from the \""Submission and Coffee\"" podcast teaches you how to pet her pretties, part her petals, and nail her to the center of the earth with your cock until she squirts stars and secrets onto the majesty of your bed.

HOW TO FUCK A WOMAN\'S BRAINS OUT is NOT a guide on how to \""Find em\' feel em\' fuck em\' and forget \'em.\"" It\'s NOT a manual on how to \""bag weak women with pickup lines and mind tricks.\""

HOW TO FUCK A WOMAN\'S BRAINS OUT is a stunning BDSM resource and manifesto on finding the perfect willing sex slave (or two), keeping her in your life, and loving the hell out of her - mind, body and soul.

A crucial read for all men, and women, interested in kinky love. Cover art by Amy-Rose.

Self-Help: Sexual Instruction. Health & Fitness: Men\'s Health

Paperback, eBook and Podiobook all released under Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. OK to copy, share, remix and distribute for non-commercial uses, with attribution.","ThornDaddy","http://askdollie.com",,"35798","How2Fuck.jpg","0","26","4","how-to-fuck-a-womans-brains-out","0","1","http://www.podiobooks.com/blog/2008/06/13/new-how-to-adult-title/",,"0970539223",,,,,"0","1","3.42857","3.28571","3.42857","3.28571","by-nc-sa","Sexuality",NULL,NULL,NULL
"286","The Fox","2008-06-18 00:16:04","1","0","Jahna and Lovern\'s clan lay in the Romans\' path of destruction. The death of their people is a certainty, unless a bargain is made with the Gods, even if it means a human sacrifice. Will the trade the Druid Lovern, and his visionary wife, Jahna make with the Gods, save their family? 

Two thousand years later, Aine MacRae is on their trail. She\'s a struggling archaeologist, on the verge of uncovering the village were Jahna and Lovern lived. The farm where her site is located is for sale! But for a ghostly visit, greed almost triumphs leaving the truth and ancient stories buried forever and a lost love be rekindled.","Arlene Radasky","http://www.radasky.com","http://media.podiobooks.com/pbpromos/PB-Fox-Promo.mp3","41086","TheFox.jpg","1","2","0","the-fox","0","1","http://www.podiobooks.com/blog/2008/06/17/the-fox/",,"1439211752",,,,,"0","0","4.40741","3.7037","4.14815","4.15385","by-nc-nd","Literature",,,
"287","The Arwen, Season 3: Armada","2008-06-20 11:12:10","1","0","The Earth Alliance prepares itself for a new war.  Two old enemy\'s have allied themselves with Regal, the planet the Arwen saved two years earlier, to build a massive Armada assigned to destroy Earth. Vice Admiral Payton Cook must defend the planet against insurmountable odds while Captain Cook does battle to save Ulliam from a deadly surprise attack.

The Arwen: Season 3 is the final chapter of the Gyssyc trilogy which started with the Parsec award winning novella, the Arwen: Season one Regal, and continued with The Arwen Season two: Ulliam.","Timothy Callahan","http://www.timothypcallahan.com/",,"9300","Arwen3.jpg","1","1","0","arwen-3","0","1","http://www.podiobooks.com/blog/2008/06/20/the-arwen-season-3-armada/",,,,,,,"0","0","4.57692","4.14815","4.40741","4.46154","by-nc-nd","Literature",,,
"288","New World Orders","2008-06-23 20:21:57","1","0","In the nineteen-sixties, a group of wealthy men concludes that it\'s already too late to stop global warming from destroying the planet. But they have a plan to save themselves.

Twenty years later, Jack Crowley and Jim Patterson stumble onto the conspiracy, and every answer they find is accompanied by more questions - and more deaths.

Jack is a former idealist, turned cynical by his years working as a New York tabloid editor. But his enthusiasm returns as he looks into the work of a NASA scientist who tells Jack about cover-ups at the space agency.  Jim is a detective with little patience for conspiracy nuts. But he hates loose ends, and is unable to let go of the inconsistencies in another suspicious NASA death.  Soon, his investigation leads him to Jack, and they join forces.

As Jack and Jim dig deeper, they are targeted by the type of killers that don\'t usually miss. From Washington to Las Vegas to the Middle East, they manage to stay one step ahead of their pursuers in a race to expose the truth, and maybe, just maybe, save the world.","Edward G. Talbot","http://www.edwardgtalbot.com","http://media.podiobooks.com/pbpromos/NewWorldOrdersPromo.mp3","43458","NewWorldOrders.jpg","1","27","0","new-world-orders","0","1","http://www.podiobooks.com/blog/2008/06/23/new-world-orders/",,,,,,,"0","0","4.6","4","4.3","4.2","by-nc-nd","Literature",NULL,NULL,NULL
"289","Notes from the Vault","2008-06-25 10:19:18","1","0","A blizzard cripples an isolated stretch of US Highway where freezing to death would be a mercy. An antique broker holds the internet in the palm of his hand and learns what really brought the system down.  In the forests of upstate Connecticut, a pair of college students visit the site of legendary hauntings.

Welcome to the Vault.

Phil Rossi, author and twisted mind behind Crescent, brings you a collection of stories that will take you on a terror-fueled ride from the cold abyss of space to your own backyard.  The anthology includes all 7 original Crescent Vignettes, new tales from the Crescent Universe, and many stories in between. 

\""Phil Rossi has taken the podcast novel market by storm. His twisted visions of a Lovecraftian far-future reads like Phillip K. Dick meets David Seltzer. Someone is going make a ton of cash with this guy.\""
--Scott Sigler,  Best-selling author of Infected, Earthcore, and Ancestor

\""Phil [Rossi] combines classic space operatic sci-fi with horror in a way Hollywood and many authors have completely failed to do in past years.\""
--Matt Wallace, two-time parsec-winning author of the Failed Cities Monologues and the short fiction collection the Next Fix.","Phil Rossi","http://www.crescentstation.net/","http://media.podiobooks.com/pbpromos/notes_promo.mp3","7330","NotesFromTheVault.jpg","0","11","0","notes-from-the-vault","0","1","http://www.podiobooks.com/blog/2008/06/25/notes-from-the-vault/",,,,,,,"0","1","4.94737","4.94737","4.73684","4.73684","by-nc-nd","Literature",,,
"290","Doctor Jack\'s Soapbox Seminars","2008-06-30 09:25:14","1","0","What if the cataclysmic Tunguska explosion of 1908 was caused, not by a meteor or a comet, but by a microscopic black hole?

... Well, like as not, you already know that story -- the one told by Bill DeSmedt in his award-winning novel/podcast <a href=\""http://podiobooks.com/title/singularity\"">Singularity</a>. What you may not know, though, is the story behind the story: the science behind Singularity.

Surprisingly (or maybe not), you can learn a lot about primordial black holes and the Tunguska Event and black hole radiation and the Big Bang on the pages of Singularity. And you don\'t have to take our word for it: some world-class physicists think so too:

\""Bill got the vast majority of the physics right, which is highly unusual -- especially in a book that is such a good read.\""
-- Kip Thorne, Feynman Professor of Theoretical Physics, California Institute of Technology and author of Black Holes and Time Warps: Einstein\'s Outrageous Legacy

\""Singularity is an uncommonly good science thriller, quite free of the poetic license some writers take with the laws of nature in order to put together the yarn.\""
-- Jacob D. Bekenstein, Professor of Theoretical Physics, Hebrew University, Jerusalem and discoverer of black-hole entropy

\""As a specialist in black hole astrophysics, I would have to say that this is one of the most creative uses of primordial black-hole theory in science fiction.\""
-- Scott A. Hughes, Professor of Theoretical Astrophysics, Massachusetts Institute of Technology

Now, for the first time, the real-life counterpart of Singularity\'s resident cosmologist, Doctor Jack Adler, steps up to explain what it is all these scientists are raving about, in his \""Soapbox Seminars\"" -- an informal look at the hard-core science behind the novel.

PS: Doctor Jack\'s got about fifteen or so of these seminars planned out so far, but that\'s subject to change -- and you could change it. If you\'ve got a question about the science behind Singularity, send it to Jack at doctorjack at soapboxseminars.com. Jack will incorporate some of your questions into upcoming Seminars, and the all-time best question will win a hardcover copy of  Singularity, signed by the author, Bill DeSmedt.","John C. Adler, Ph.D., as told to Bill DeSmedt","http://www.vurdalak.com/whoisjack/jackadler.htm","http://media.podiobooks.com/singularity/PB-Singularity-49.mp3","8074","DoctorJacksSoapboxSeminars.jpg","1","18","3","doctor-jacks-soapbox-seminars","0","1","http://www.podiobooks.com/blog/2008/06/30/doctor-jack%e2%80%99s-soapbox-seminars/",,,,,,,"0","0","4.80952","4.80952","4.80952","4.85714","by-nc-nd","Natural Sciences",,,
"292","Chase Around The World","2008-07-02 10:07:19","1","0","The first-ever romance fiction title presented on Podiobooks.com, \""Chase Around The World\"" takes you on a wild ride alongside Emerald Harrison, an Australian beauty who, after meeting the French-accented, intriguing and adventurous Ace Black, wakes up to realise that the life she has worked so hard for holds no interest anymore.

Set in the sensuous surrounds of steamy, tropical India, \""Chase Around The World\"" weaves an intricate web of passion and deception as Emerald follows the mysterious Ace into the unknown of a foreign country. With their heightening romance shrouded in deceit, there\'s plenty of sexual tension and emotional conflicts to keep you glued to your headphones.","Tiara Fay","http://chasearoundtheworld.matchingspot.com","http://media.podiobooks.com/pbpromos/PB-ChaseAroundTheWorld-Promo.mp3","41867","ChaseAroundTheWorld.jpg","1","31","0","chase-around-the-world","0","1","http://www.podiobooks.com/blog/2008/07/02/chase-around-the-world/",,,,,,,"0","0","4.77778","4.5","4.55556","4.72222","by-nc-nd","Literature",,,
"296","Crazy Gone Love","2008-07-10 16:56:40","1","0","Ceil Clark is fed up with dating the twenty-something hipsters and slackers that litter the streets of Los Angeles nightlife like empty, discarded cans of Red Bull. Against the wise advice of her best friend, Lupe, she makes a pre-meditated decision to seduce, tag and bag her newest boss---Wayne Hayter; the cool and always collected thirty-something, corporate-loving, sports-car-driving, designer duds wearing, General Manager of the Porsche dealership where Ceil merely tolerates her 9 to 5 gig.

But when a deliciously cute, mysterious and vaguely wild-eyed musician by the name of Mason Philips begins to crop up almost daily in and around the parking lot adjacent to her job just to chat---Ceil is intrigued---though he is just \'another loser in a garage band\'. Suddenly, the stoic and unruffled Wayne Hayter has some serious competition to contend with almost before his flirtation with Ceil manages to get off the ground. But Mason Phillips---with his cheerful positive outlook, pit bull-like tenacity and an unwillingness to hear the word \'no\'--- has a couple of tricks up his sleeve to keep the ball in his court. By the end, Ceil\'s only wish is to keep her hair from turning white before she has a chance to choose between her two dream suitors.","Cate Brody","http://www.crazygonelovepodiobook.blogspot.com","http://media.podiobooks.com/pbpromos/PB-CrazyGoneLovePromo.mp3","47332","CrazyGoneLove.jpg","0","28","0","crazy-gone-love","0","1","http://www.podiobooks.com/blog/2008/07/11/crazy-gone-love/",,,,,,,"0","1","4.2","4","4.28","4.12","by-nc-nd","Literature",,,
"299","Raven's Gift","2008-07-18 14:23:20","1","0","When Raven comes to Redthwen to meet her mentor Orvannon, she encounters a vicious traveler, a hag with an extraordinary Voice of Command, and that hag\'s charge, a mysterious little girl. By the time Orvannon arrives, Raven will have learned too much about these strangers, and she will have discovered a dragon with the ability to put people into a swoon.

Orvannon\'s instructions start Raven off on an epic adventure. She will master the greatest bit of nose-magic in all of her native Ausland. She will face the dragon in combat. And she will have to deal with the hag while totally under control of that woman\'s power. These adventures lead to more, as Raven discovers how the great city of Shelton is under attack. She must use all her persuasion to bring a powerful wizard to the city\'s aid, and she will find that facing up to the attacking army is not enough.

Raven explores the magical caves created by three great wizards, eventually discovering the greatest evil of her time. Victory in the \""big boss battle\"" is not enough. When the evil magic is destroyed, Raven and her friend must avoid starvation, and face the lightning bolts of yet another mage, to have a chance of staying alive in peace.

Raven\'s Gift is set in a magical, pastoral medieval world. Raven has a strange ability that is as much a curse as a gift. Trouble follows her every step, and danger approaches at every turn. She begins her journey with only her wits and her nose, but though her past haunts her, she finds companions who help her make amends for a terrible mistake.

Raven\'s Gift is a dramatic fantasy with an unusual heroine and intriguing magic. With Raven\'s deep bond to nature and her pragmatic attitude toward the obstacles in her path, she manages to find her place as destiny\'s unsung hero in her dangerous world.

One reader has said that Raven\'s Gift is like South Park mets James Bond meets Dungeons and Dragons. Although there\'s combat and even a military campaign in this novel, much of the action occurs in lively conversations. Even today, at the beginning of the 21st century, it is impossible to imagine making Raven\'s Gift into a movie -- for an unusual reason -- but if such a movie could be made, some parts of it might earn an R rating for being a bit earthy.","Tobias D. Robison","http://RavensGift.com","http://media.podiobooks.com/pbpromos/PB-RavensGift-Promo.mp3","4829","RavensGift.jpg","0","2","0","ravens-gift","0","1","http://www.podiobooks.com/blog/2008/07/18/ravens-gift/",,,,,,,"0","0","3.18182","2.54545","3.36364","3.09091","by-nc-nd","Literature",,,
"300","Salavandra: A Coffee Tale","2008-07-21 14:19:36","1","0","Salavandra is an isolated Caribbean island. Its products-coffee, lumber and flowers-are controlled by Penkava Inc., a New York based multinational commodity corporation. After discovering that Penkava is responsible for his father\'s death, as well as the abysmal working conditions on the island, coffee farmer Antonio Richards ignites a revolution in the midst of a harvest season. Branding his infant insurgency The United Front for the Liberation of Salavandra (UFLS), he begins fighting the unbridled capitalistic forces controlling his country. ","Theodore Isaac Erski","http://www.salavandra.com/","http://media.podiobooks.com/pbpromos/PB-SalavandraCoffeeTale-Promo.mp3","47786","SalavandraACoffeeTale.jpg","1","7","0","salavandra-a-coffee-tale","0","1","http://www.podiobooks.com/blog/2008/07/21/salavandra-a-coffee-tale/",,"1430313633",,,,,"0","0","4.71429","4.71429","4.85714","4.85714","by-nc-nd","Literature",,,
"301","Dunkin the Vampire Slayer","2008-07-23 14:14:42","1","0","What could possibly bring together a 450 pound vampire slayer, a drunken, acid-tongued detective, a good natured carpenter, bureaucratic vampires, giant anacondas, mutant vampire bats, Ho Hos, Twinkies and more one-liners than a night at the comedy club? Dunkin, the vampire slayer blends all this discordance and more into a hilarious adventure that moves from the muggy heat of Florida to the muggier heat of the Amazon. ....If Carl Hiaasson, Tim Dorsey and Dave Barry collaborated on a vampire story, it may have turned out like this absurd romp.... This is part one of a trilogy.

Hey! This is book one and the introduction of Devlin, hero of three other novels I have perpetrated on an unsuspecting public. Book two, Dunkin the Vampire Slayer: Death Rides A Pale, Pink, Porcine Horse is available at www.veinarmor.com. Book three, Dunkin the Vampire Slayer: It Ain\'t Over Til the Fat Man Stings is currently undergoing final hackery by me--The Hack!","Greg Crites","http://www.veinarmor.com/joomla",,"42965","DunkinTheVampireSlayer.jpg","0","6","4","dunkin-the-vampire-slayer","0","1","http://www.podiobooks.com/blog/2008/07/23/dunkin-the-vampire-slayer/",,"1411682432",,,,,"0","1","4.6383","4.76596","4.80851","4.80435","by-nc-nd","Literature",,,
"302","The Round Red Stone","2008-07-25 10:49:19","1","0","This tale concerns a lad of twelve, who sets off unwillingly on a journey with his uncle. In the course of his adventures, he obtains a stone, whose ultimate meaning is tied up with the fate of a war between two cities. As commonly happens with boys, he finds himself at the center of the conflict. Can he divine the stone’s purpose in time? Even more importantly, can he even hang on  to it?

The story includes a mystery, long journeys, prisons, adventure, and living out-of-doors.  There is also a fairly large battle at the end, with plenty of blood.  Death appears throughout.  I believe that no one washes his hands at any point in the account, but sometimes my memory is faulty. It takes place long ago, but not in a place you\'ll find in an atlas. Some may be disappointed in the absence of wizards and dragons.

Girls are welcome to listen, but they should be forewarned.  Horses are mentioned, but no person develops any meaningful friendship with one.  Talking animals, while interesting, do not figure in any way (unless one considers boys between the ages of ten and fourteen to be talking animals).  There is absolutely no kissing of any kind. 

With those cautions in mind, I invite you to listen to The Round Red Stone.","Jeff Burton",,"http://media.podiobooks.com/pbpromos/PB-RoundRedStone-Promo.mp3","47917","TheRoundRedStone.jpg","1","10","3","the-round-red-stone","0","1","http://www.podiobooks.com/blog/2008/07/25/the-round-red-stone/",,"1438211376",,,,,"0","0","4.66667","4.33333","4.66667","4.66667","by-nc-nd","Literature",,,
"303","Letter from China","2008-07-28 09:26:27","1","0","This is a poignant and irreverent diary of the author\'s yearlong (2001-2) experience of teaching English to college students in Beijing, People\'s Republic of China.  From the very first pages, the author draws you into his struggle with a culture worlds away from his comfort zone.  The author\'s generous and compelling personality allowed him to gain access to the lives of his students and their families, who became characters in his tale. One can experience the author\'s wit and humanity throughout the narrative.

The author\'s humorous view of China is especially timely and dovetails with the current explosion of interest in that country as it enters the modern world.  The book is neither a travelogue nor a look at the government, although elements of those subjects are woven into the story.  Instead, it is an engaging look at China, tailored toward those who know little about it.  Still, those who have lived and/or traveled there will also enjoy the book as it reminds them of the absurdities they, too, experienced.","Peter James Froning","http://mysite.verizon.net/Letter_from_China","http://media.podiobooks.com/pbpromos/PB-LetterfromChina-promo.mp3","0","LetterfromChina.jpg","1","18","3","letter-from-china","0","1","http://www.podiobooks.com/blog/2008/07/28/letter-from-china/",,"141402682X",,,,,"0","0","4.83333","4.72222","4.72222","4.83333","by-nc-nd","Personal Journals",,,
"304","BloodCast, Season 2","2008-07-30 14:14:57","1","0","<a href=\""http://parsecawards.com/node/861\""><img src=\""http://farm4.static.flickr.com/3574/3773548318_0f024bb111_o.jpg\"" align=\""right\"" hspace=\""5\"" border=\""0\"" /></a>Season Two presents twelve more bloody episodes from best selling author Scott Sigler. It features the 2008 Parsec finalists \""Kissyman & Screamin\' Jesse Dupre\"" and \""Passenger\"" as well as Scott\'s unique satire of the Peanuts characters.","Scott Sigler","http://scottsigler.com",,"547","BloodCast2.jpg","1","11","0","bloodcast-2","0","1","http://www.podiobooks.com/blog/2008/07/30/bloodcast-season-2/",,,,,,,"0","1","4.85","4.9","4.8","4.75","by-nc-nd","Literature",,,
"305","The Trolls of Lake Maebiewahnapoopie","2008-08-01 19:12:46","1","0","You may think you know about small towns.

You may think you know about high school principals.

You may think you know about high society poodles.

If you\'ve done some reading about the world, you may think you know about superheroes.

If you\'re very imaginative, you may think you know a thing or two about trolls.

And if you hang out with undesirable crowds, you may even know a thing or two about belching.

But none of that will prepare you for The Trolls of Lake Maebiewahnapoopie.


Any donations made to this book will go directly to <a href=\""http://www.firstbook.org/site/c.lwKYJ8NVJvF/b.674095/k.CCA8/First_Book_Homepage.htm\"">First Book<?a>, a nonprofit organization with the mission of providing books to children from low-income families.","jeff white","http://www.spiritofeducation.com/trolls","http://media.podiobooks.com/pbpromos/PB-Trolls-Promo.mp3","0","TheTrollsofLakeMaebiewahnapoopie.jpg","1","9","3","the-trolls-of-lake-maebiewahnapoopie","0","1","http://www.podiobooks.com/blog/2008/08/01/the-trolls-of-lake-maebiewahnapoopie/",,,,,,,"0","0","4.86667","4.93333","4.4","4.73333","by-nc-nd","Literature",NULL,NULL,NULL
"306","Darkfever","2008-08-04 12:27:59","1","0","Enter the world of Karen Marie Moning\'s New York Times bestselling Fever series with her first ever audiobook podcast, Darkfever. MacKayla Lane\'s life is good. She has great friends, a decent job, and a car that breaks down only every other week or so. In other words, she\'s your perfectly ordinary twenty-first-century woman. Or so she thinks...until something extraordinary happens.

When her sister is murdered, leaving a single clue to her death-a cryptic message on Mac\'s cell phone-Mac journeys to Ireland in search of answers. The quest to find her sister\'s killer draws her into a shadowy realm where nothing is as it seems, where good and evil wear the same treacherously seductive mask. She is soon faced with an even greater challenge: staying alive long enough to learn how to handle a power she had no idea she possessed-a gift that allows her to see beyond the world of man, into the dangerous realm of the Fae....

As Mac delves deeper into the mystery of her sister\'s death, her every move is shadowed by the dark, mysterious Jericho, a man with no past and only mockery for a future. As she begins to close in on the truth, the ruthless Vlane-an alpha Fae who makes sex an addiction for human women-closes in on her. And as the boundary between worlds begins to crumble, Mac\'s true mission becomes clear: find the elusive Sinsar Dubh before someone else claims the all-powerful Dark Book-because whoever gets to it first holds nothing less than complete control of the very fabric of both worlds in their hands....","Karen Marie Moning","http://www.karenmoning.com",,"47175","Darkfever.jpg","1","13","0","darkfever","0","1","http://www.podiobooks.com/blog/2008/08/04/darkfever/",,"0440240980","1423319710",,,,"0","0","4.94444","4.88889","4.75926","4.81482","by-nc-nd","Literature",,,
"308","Young Junius","2008-08-18 17:51:28","1","0","Before Jack Palms ever shook \'em down, Junius Ponds came up on tough streets outside Boston way back in the day. In the middle of drugs, gang violence, and the toughest set of tower-projects you ever knew, Young Junius fights to escape the consequences of a murder he had to commit and tries to live long enough to avenge the death of his brother.","Seth Harwood","http://sethharwood.com","http://media.podiobooks.com/pbpromos/PB-YoungJunius-Promo.mp3","15446","YoungJunius.jpg","1","7","0","young-junius","0","1","http://www.podiobooks.com/blog/2008/08/18/young-junius/",,,,,,,"0","0","4.8","4.86667","4.8","4.8","by-nc-nd","Literature",,,
"309","The Prophet of Panamindorah, Book I Fauns and Filinians","2008-08-20 17:06:46","1","0","Corry showed up at the orphanage two years ago, unable to remember how he’d gotten there. He spoke a language no one recognized, and he was afraid of cars and planes and computers. Corry can remember snippets of another life, but no matter how hard he tries to remember, it just keeps slipping away. Then one day, he meets a fauness in an orange grove. She’s from a world called Panamindorah, and he can understand her language. In addition, Corry can read a language that no one in Panamindorah has been able to read for three hundred years; has he really been gone that long? Now he must recover his lost memories and rebuild his life, because the person who tried to kill him once is about to try again. The Prophet of Panamindorah is for listeners 13 and older.","Abigail Hilton","http://www.panamindorah.com","http://media.podiobooks.com/pbpromos/PB-Panamindorah1-Promo.mp3","43024","TheProfitofPanamindorahBook1.jpg","1","2","0","the-prophet-of-panamindorah-book-1","0","1","http://www.podiobooks.com/blog/2008/08/20/the-prophet-of-panamindorah-book-i-fauns-and-filinians/",,,,,,,"0","0","4.60606","4.48485","4.60606","4.66667","by-nc-nd","Literature",,,
"310","Dunkin the Vampire Slayer TWO","2008-08-27 03:27:39","1","0","DUNKIN THE VAMPIRE SLAYER II
Death Rides A Pale, Pink, Porcine Horse

The second installment in the trilogy!

In Dunkin One you followed the heroes as they pursue a High Council vampire all the way to Brazil and up the Amazon in search of ancient scrolls that may contain a cure.

Now, in Dunkin Two, from the Smoky mountains of America, to Nepal, France, Australia, Italy, these three are on a quest that spans the globe. A quest to rid the earth of the bloodsuckers and find a cure for that nasty vampire blood.

Many things stand in their way, high council vampires, hit men, ninjas, ancient  prophecies, and an unspeakable horror unleashed on the world by desperate vampires. And worst of all, Devlin’s having serious anger issues as he comes to grips with being more powerful and more of a jackass than anything on earth.

...oh, and more jokes, one-liners, and wiseass comments than should be allowed in any single novel.","Greg Crites","http://www.veinarmor.com/joomla","http://media.podiobooks.com/pbpromos/PB-DunkinTwo-Promo.mp3","42965","DunkinTheVampireSlayerBookTwo.jpg","0","6","4","dunkin-the-vampire-slayer-two","0","1","http://www.podiobooks.com/blog/2008/08/27/dunkin-the-vampire-slayer-two/",,,,,,,"0","1","4.57778","4.84444","4.82222","4.8","by-nc-nd","Literature",,,
